-14.7828	0.134452	1.01347	5.45137e-05
-9.13512	0.134787	1.00564	5.64698e-05
-17.6746	0.133893	0.986048	5.81705e-05
-17.6282	0.126516	0.970804	5.801e-05
-25.0351	0.131449	0.986577	6.07279e-05
-16.7749	0.146689	1.01227	7.10041e-05
-23.3251	0.137752	1.01526	6.97046e-05
-0.8415	0.160051	0.999994	8.57496e-05
-16.79	0.14786	1.01295	7.77014e-05
-9.88542	0.153962	1.01144	8.65273e-05
-25.9922	0.182011	1.0002	0.000109905
-15.68	0.171998	1.01054	0.000114663
-17.8285	0.190793	0.982958	0.000134913
-16.0636	0.203451	1.02113	0.000158661
-21.3286	0.220788	1.0073	0.000175638
-17.1824	0.213797	0.988055	0.000174202
