-5.31059	0.420045	0.965238	0.000155857
2.80453	0.409678	0.965539	0.000149459
-7.00066	0.405066	0.981967	0.000147437
-2.08431	0.389854	0.934588	0.000138206
-6.50248	0.381375	0.956034	0.000135789
3.32029	0.384447	1.00096	0.000140032
-3.93495	0.380014	0.967895	0.000134746
-5.01905	0.367669	0.961895	0.000128926
-7.31553	0.408854	0.946449	0.000141876
-2.21569	0.399572	0.939969	0.000137567
-8.82348	0.39611	0.968607	0.000142329
-4.46284	0.379267	0.936265	0.000133967
-7.52952	0.389268	0.938047	0.000135534
-2.58535	0.392483	0.966982	0.000137483
-5.75376	0.388083	0.966457	0.00013538
-3.84628	0.388138	0.929239	0.000131961
