-14.517	0.235808	1.00029	9.74813e-05
2.91483	0.197811	1.03961	7.21011e-05
-5.95273	0.196256	1.00647	6.76202e-05
3.38909	0.193734	1.02289	6.6529e-05
5.26152	0.202441	1.02916	7.01572e-05
-4.45788	0.207638	1.04565	7.37909e-05
-7.24998	0.213515	1.0273	7.55129e-05
-5.16379	0.235973	1.02405	9.25497e-05
-9.53352	0.217034	1.05559	9.27498e-05
-1.59301	0.257431	1.03547	0.000116884
2.62653	0.266986	1.02969	0.000121402
1.60687	0.239929	1.03527	9.9165e-05
-12.1026	0.203454	1.06742	8.59268e-05
-3.03482	0.257434	1.03573	0.000118871
-8.18084	0.310541	1.03509	0.000145164
5.87926	0.26139	1.02721	0.000133213
-3.70642	0.657313	1.02524	0.000327468
-4.44862	0.29208	1.01947	0.000135429
2.94149	0.272187	1.04276	0.000133738
-6.0594	0.253084	1.03441	0.000123608
-4.80147	0.331742	0.995284	0.000156734
-4.44827	0.30748	1.04033	0.00015157
0	0	0	0
-6.5796	0.276868	1.00444	0.000134539
-3.85256	0.401343	1.01405	0.000200024
-3.58166	0.263305	1.03314	0.000129271
-0.214269	0.285944	1.03568	0.000142217
0.549309	0.216763	1.03094	0.000105729
2.26701	0.333968	0.992879	0.000156876
3.95368	0.304729	1.04148	0.000146915
-0.391499	0.297548	1.03629	0.000144705
-8.7742	0.278764	1.01524	0.000131349
