70.0866	10.5522
37.8311	10.3688
19.9981	10.19
69.299	10.3686
9.98618	10.2659
92.0176	10.4787
9.1644	10.4002
69.0922	10.2825
61.3888	10.2528
66.4056	10.5338
23.2986	10.5513
113.538	9.92487
76.7049	10.4252
125.079	10.2574
57.4476	10.3626
94.7583	10.0936
-107.684	10.4401
-56.5225	10.5827
-115.541	10.6639
-59.7329	10.1831
-109.036	10.3858
-46.6779	10.6098
-91.6102	10.5847
-101.676	10.5205
-125.311	10.3401
-70.95	10.2669
-106.281	10.7673
-116.344	10.3217
-104.319	10.1346
-94.9674	10.5289
-99.0625	10.5081
-89.1183	10.1786
