1.36616	0.560427	0.999676	0.000197745
-4.86214	0.580167	1.01803	0.000208592
-9.26164	0.613633	1.00015	0.000216287
-2.48029	0.610755	0.982616	0.000211048
-7.52913	0.630098	1.0108	0.000228502
-1.31557	0.610428	1.02865	0.000218881
-4.72275	0.656887	1.02068	0.000241113
-0.297136	0.677852	0.999816	0.000251438
-7.34755	0.533436	0.992418	0.00018603
-2.34686	0.542194	0.9853	0.000187496
-4.98639	0.519885	1.01122	0.000182515
-3.08536	0.513516	1.00098	0.000179948
-6.90377	0.520599	1.02518	0.000183096
-0.677008	0.492655	1.01228	0.000171319
-6.85186	0.492451	0.994582	0.000172417
-0.922378	0.49015	1.00643	0.000171752
