7.63762	0.399541	1.01274	0.000225008
-3.63575	0.365853	0.991129	0.000201887
-1.22032	0.42551	0.980635	0.000235709
-4.27086	0.453287	1.00567	0.000259771
-7.30647	0.452658	0.999516	0.000262295
-1.78759	0.420521	1.00852	0.000246011
-5.33357	0.432591	1.00271	0.000254197
1.07743	0.574558	1.01452	0.000336967
-9.05	0.3901	1.01108	0.000228166
1.30166	0.518787	1.00974	0.000302161
-10.9789	0.548306	1.0277	0.000321331
0.227931	0.452487	0.998099	0.000264763
-8.23104	0.525476	0.987623	0.000299016
-0.0802139	0.416182	0.998293	0.000243701
-7.60044	0.447607	0.993767	0.000261785
-1.00331	0.682818	1.00057	0.000398959
-5.33911	0.33523	0.987102	0.000114847
4.16175	0.291874	1.01536	0.000107004
-0.20768	0.300088	0.963538	0.00010869
0.605296	0.247467	1.00509	9.88999e-05
-4.15067	0.323675	0.983853	0.000137237
2.86528	0.438472	1.0285	0.000208587
-4.16364	0.333898	1.02929	0.000173567
-0.221073	0.441914	1.02062	0.000242697
-4.99748	0.386565	1.0073	0.000217008
0.962774	0.430269	1.02593	0.000241583
-2.92788	0.35568	0.994072	0.000191973
4.03866	0.44362	1.00837	0.000246173
-5.9007	0.39946	0.989919	0.000216744
1.47395	0.416991	1.00049	0.0002336
-6.3301	0.39873	1.02168	0.00023333
4.87233	0.488358	1.00518	0.000279119
