12.8029	0.563238	0.949551	0.000195938
7.88661	0.537076	0.947634	0.000186124
5.3402	0.532994	0.953087	0.000186768
13.5097	0.528805	0.934598	0.000180863
2.07089	0.536658	0.927823	0.000183859
11.1395	0.528723	0.974298	0.000191241
1.93743	0.53112	0.938596	0.00019052
9.46655	0.52855	0.946841	0.000189134
9.03299	0.53976	0.969667	0.0002043
10.7311	0.559038	0.948053	0.000213706
3.74203	0.537193	0.976046	0.000209058
11.5263	0.547244	0.95734	0.000207852
7.07935	0.529767	0.958237	0.000198382
15.9567	0.56655	0.96581	0.000211189
7.04311	0.528737	0.963335	0.000198423
9.65668	0.518128	0.92822	0.000190976
