3.14089	0.427341	1.0011	0.000250369
2.94143	0.330152	0.98567	0.000194807
-4.5325	0.347914	0.99772	0.000205802
0.0428429	0.400806	1.02105	0.000235957
-4.62742	0.487224	0.971102	0.000274353
-3.58947	0.396202	1.00322	0.000227625
-3.99087	0.455965	1.04671	0.000276217
1.43661	0.384647	1.01803	0.000231043
-5.98937	0.438739	0.991032	0.00026129
-1.6914	0.374805	0.999344	0.000220877
-6.64537	0.478032	1.02736	0.000281983
-2.17738	0.457257	1.01486	0.000271808
-4.55441	0.48142	1.02844	0.000293923
-3.8047	0.370535	1.03498	0.000227098
-3.44036	0.506151	0.993933	0.000306842
0	0	0	0
-6.55797	1.18888	0.972664	0.000865273
-0.196808	0.603102	1.02422	0.000367175
-6.70687	0.443725	1.01751	0.00027316
-2.01946	0.413024	0.99643	0.000240613
-3.46332	0.467151	0.9799	0.000273597
-2.31851	0.338517	1.01939	0.000197908
-5.543	0.450904	1.00925	0.000262614
1.30269	0.345241	1.01214	0.000205233
-8.93857	0.463817	1.06165	0.000291917
-2.76122	0.362762	1.00214	0.000217499
-7.57241	0.482115	1.01603	0.000282885
-2.17155	0.315923	1.03191	0.000189378
-9.57223	0.48623	1.00688	0.000290433
-5.13769	0.353976	1.04238	0.000217754
-8.50338	0.377541	1.01352	0.000219929
-2.43744	0.332557	0.993248	0.000192261
