26.36	7.95744
-39.7326	10.2216
-85.7883	9.89009
-79.1314	9.95284
-122.417	9.95445
-50.709	10.4237
-109.492	10.1637
-76.1066	10.4188
-12.2529	8.00712
-0.146783	10.309
-88.9296	10.4447
-66.1975	10.2286
-58.6847	9.97853
36.4524	10.3956
-21.299	10.0507
-43.6543	10.2514
-121.998	10.2632
-75.4641	10.4324
-134.143	10.1687
-90.8552	10.3738
-137.554	9.97945
-88.706	10.3192
-88.706	10.3192
-120.668	10.3102
-131.425	10.142
-102.904	10.3556
-93.8126	10.0695
-98.0191	10.2214
-68.7844	10.0382
-105.413	10.5032
-136.156	10.2185
-96.5166	10.3296
